v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,,,
ham,I think asking for a gym is the excuse for lazy people. I jog.,,,
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,,,
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,,,
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),,,
ham,"I think your mentor is , but not 100 percent sure.",,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,Is that what time you want me to come?,,,
ham,Ok lor... But buy wat?,,,
ham,How is your schedule next week? I am out of town this weekend.,,,
ham,Call me when u're done...,,,
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,,,
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",,,
ham,"Great. I'm in church now, will holla when i get out",,,
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",,,
ham,ÌÏ go home liao? Ask dad to pick me up at 6...,,,
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,,,
ham,"As usual..iam fine, happy &amp; doing well..:)",,,
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,,,
ham,Love it! The girls at the office may wonder why you are smiling but sore...,,,
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,,,
spam,08714712388 between 10am-7pm Cost 10p,,,
ham,Mmm so yummy babe ... Nice jolt to the suzy,,,
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",,,
ham,Yes but I don't care cause I know its there!,,,
ham,Yup,,,
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",,,
ham,LOL ... Have you made plans for new years?,,,
ham,26th OF JULY,,,
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",,,
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",,,
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,,,
ham,Nobody names their penis a girls name this story doesn't add up at all,,,
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,,,
ham,No de.am seeing in online shop so that i asked.,,,
ham,I love to give massages. I use lots of baby oil... What is your fave position?,,,
ham,Asking do u knw them or nt? May be ur frnds or classmates?,,,
ham,Is there any training tomorrow?,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,,,
ham,Pls confirm the time to collect the cheque.,,,
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",,,
ham,Send me your id and password,,,
ham,Keep my payasam there if rinu brings,,,
ham,"Yeah probably, I still gotta check out with leo",,,
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,,,
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,,,
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,,,
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
ham,Hey what how about your project. Started aha da.,,,
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
ham,Oooh I got plenty of those!,,,
ham,"Oh yes, why is it like torture watching england?",,,
ham,How do you guys go to see movies on your side.,,,
ham,Siva is in hostel aha:-.,,,
ham,So that takes away some money worries,,,
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,,,
spam,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",,,
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,,,
ham,Gudnite....tc...practice going on,,,
ham,Tell dear what happen to you. Why you talking to me like an alian,,,
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,,,
ham,Ok leave no need to ask,,,
ham,Hows the street where the end of library walk is?,,,
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",,,
ham,How much would it cost to hire a hitman,,,
ham,"Just sent you an email ÛÒ to an address with incomm in it, is that right?",,,
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,
ham,We will meet soon princess! Ttyl!,,,
ham,Yes..gauti and sehwag out of odi series.,,,
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",,,
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,,,
ham,Convey my regards to him,,,
ham,I finished my lunch already. U wake up already?,,,
ham,Still chance there. If you search hard you will get it..let have a try :),,,
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",,,
ham,Anything lor but toa payoh got place 2 walk meh...,,,
ham,Mode men or have you left.,,,
ham,"Dizzamn, aight I'll ask my suitemates when I get back",,,
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,,,
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,,,
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",,,
ham,Huh means computational science... Y they like dat one push here n there...,,,
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,,,
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",,,
ham,Ya very nice. . .be ready on thursday,,,
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",,,
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,
ham,Ok i msg u b4 i leave my house.,,,
ham,Yeah it's jus rite...,,,
ham,In fact when do you leave? I think addie goes back to school tues or wed,,,
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",,,
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",,,
ham,U should make a fb list,,,
ham,Can Ì_ send me a copy of da report?,,,
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,,,
ham,Ladies first and genus second k .,,,
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,,,
ham,We can make a baby in yo tho,,,
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",,,
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,,,
ham,Ok i'm coming home now.,,,
ham,"It could work, we'll reach a consensus at the next meeting",,,
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",,,
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,,,
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",,,
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,,,
ham,Check wid corect speling i.e. Sarcasm,,,
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,,,
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,,,
ham,", ow u dey.i paid 60,400thousad.i told  u would call . ",,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",,,
ham,Yes. that will be fine. Love you. Be safe.,,,
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",,,
ham,First answer my question.,,,
ham,"I'm not sure, I was just checking out what was happening around the area",,,
ham,I borrow ur bag ok.,,,
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,,,
ham,Are u coming to the funeral home,,,
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,,,
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",,,
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,,,
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,,,
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",,,
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,,,
ham,Have you always been saying welp?,,,
ham,No i am not having not any movies in my laptop,,,
ham,I havent add Ì_ yet right.. ,,,
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,,,
ham,have you ever had one foot before?,,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,,,
ham,on hen night. Going with a swing,,,
ham,I'm at work. Please call,,,
ham,ELLO BABE U OK?,,,
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",,,
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",,,
ham,I doubt you could handle 5 times per night in any case...,,,
ham,Have you bookedthe hut? And also your time off? How are you by the way?,,,
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",,,
ham,It has issues right now. Ill fix for her by tomorrow.,,,
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,,,
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",,,
ham,Also hi wesley how've you been,,,
ham,"What will we do in the shower, baby?",,,
ham,Or just do that 6times,,,
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But," its a miracle to Love a person who can't Love anyone except U...\"" Gud nyt...""",,
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,,,
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",,,
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",,,
ham,Hey i've booked the 2 lessons on sun liao...,,,
ham,they released another Italian one today and it has a cosign option,,,
