v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,,,
ham,R u over scratching it?,,,
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,,,
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
ham,Sorry i missed your call. Can you please call back.,,,
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
ham,ÌÏ comin to fetch us oredi...,,,
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,,,
ham,Okie... Thanx...,,,
ham,K..k...from tomorrow onwards started ah?,,,
ham,Ok then i'll let him noe later n ask him call u tmr...,,,
ham,Ok then i will come to ur home after half an hour,,,
ham,"If i let you do this, i want you in the house by 8am.",,,
ham,This phone has the weirdest auto correct.,,,
ham,Sorry . I will be able to get to you. See you in the morning.,,,
ham,Then u drive lor.,,,
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",,,
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,,,
ham,Ok lor...,,,
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",,,
ham,I'm in office now . I will call you  &lt;#&gt;  min:),,,
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,,,
spam,Win a å£1000 cash prize or a prize worth å£5000,,,
ham,Well i will watch shrek in 3D!!B),,,
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",,,
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,,,
ham,"Hey babe, my friend had to cancel, still up for a visit ?",,,
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,,,
ham,I anything lor.,,,
ham,Yes.i'm in office da:),,,
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,,,
ham,Ok.,,,
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",,,
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",,,
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",,,
ham,ÌÏ only send me the contents page...,,,
ham,Wen did you get so spiritual and deep. That's great,,,
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,,,
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,,,
ham,Beerage?,,,
ham,"Sorry, I'll call later",,,
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",,,
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,
ham,Otherwise had part time job na-tuition..,,,
ham,Hasn't that been the pattern recently crap weekends?,,,
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,,,
ham,Do Ì_ noe if ben is going?,,,
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,,,
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",,,
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",,,
ham,I didn't get the second half of that message,,,
ham,"I av a new number,  . Wil u only use this one,ta.",,,
ham,He remains a bro amongst bros,,,
ham,Short But Cute: \Be a good person," but dont try to prove it..\"" .Gud noon....""",,
ham,"sorry, no, have got few things to do. may be in pub later.",,,
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,,,
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",,,
ham,Oops my phone died and I didn't even know. Yeah I like it better.,,,
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,,,
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",,,
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,,,
ham,ÌÏ no home work to do meh... ,,,
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,,,
ham,Nope... Think i will go for it on monday... Sorry i replied so late,,,
ham,Sorry me going home first... Daddy come fetch Ì_ later...,,,
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,,,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,,,
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",,,
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,,,
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",,,
ham,Wat's da model num of ur phone?,,,
ham,Dude im no longer a pisces. Im an aquarius now.,,,
ham,Mm yes dear look how i am hugging you both. :-P,,,
ham,Lol ok your forgiven :),,,
ham,Ok,,,
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,,,
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",,,
ham,Anything lar...,,,
ham,I'm e person who's doing e sms survey...,,,
ham,I will vote for wherever my heart guides me,,,
ham,Surly ill give it to you:-) while coming to review.,,,
ham,Jos ask if u wana meet up?,,,
ham,Dont worry. I guess he's busy.,,,
ham,Jay's getting really impatient and belligerent,,,
ham,Hi happy birthday. Hi hi hi hi hi hi hi,,,
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,,,
ham,"Theoretically yeah, he could be able to come",,,
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,,,
ham,Why did I wake up on my own &gt;:(,,,
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,,,
ham,There is a first time for everything :),,,
ham,IM GONNA MISS U SO MUCH,,,
ham,Did u got that persons story,,,
ham,Not getting anywhere with this damn job hunting over here!,,,
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",,,
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,,,
ham,Hows the pain dear?y r u smiling?,,,
ham,Re your call; You didn't see my facebook huh?,,,
ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,,,
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",,,
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
ham,I think if he rule tamilnadu..then its very tough for our people.,,,
ham,"Awesome, that gonna be soon or later tonight?",,,
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,,,
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,,,
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,,,
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,,,
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",,,
ham,Once free call me sir.,,,
ham,Yes. It's all innocent fun. O:-),,,
ham,No messages on her phone. I'm holding it now,,,
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",,,
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",,,
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,,,
ham,Dear got train and seat mine lower seat,,,
ham,I was just callin to say hi. Take care bruv!,,,
ham,Love you aathi..love u lot..,,,
ham,Life style garments account no please.,,,
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,,,
ham, &lt;#&gt;  mins but i had to stop somewhere first.,,,
ham,"Just looked it up and addie goes back Monday, sucks to be her",,,
ham,"Its ok, if anybody asks abt me, u tel them..:-P",,,
ham,I place all ur points on e cultures module already.,,,
ham,Tell me something. Thats okay.,,,
ham,Anytime...,,,
ham,Ok thanx... Take care then...,,,
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,,,
ham,Okie,,,
ham,Ok try to do week end course in coimbatore.,,,
ham,Convey my regards to him,,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",,,
ham,"Yeah, don't go to bed, I'll be back before midnight",,,
ham,Change windows logoff sound..,,,
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,,,
ham,"As usual..iam fine, happy &amp; doing well..:)",,,
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,,,
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,,,
ham,"K, want us to come by now?",,,
ham,Yo we are watching a movie on netflix,,,
ham,Ok i've sent u da latest version of da project.,,,
ham,I have gone into get info bt dont know what to do,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,,,
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",,,
ham,Omg how did u know what I ate?,,,
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
ham,"I'll get there at 3, unless you guys want me to come some time sooner",,,
ham,Yeah I'll try to scrounge something up,,,
ham,Wot about on wed nite I am 3 then but only til 9!,,,
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",,,
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",,,
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",,,
ham,I asked sen to come chennai and search for job.,,,
ham,I had askd u a question some hours before. Its answer,,,
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",,,
ham,ÌÏ all write or wat..,,,
ham,I AM AT THE GAS STATION. GO THERE.,,,
ham,"Aight, I'll hit you up when I get some cash",,,
ham,Hope you are feeling great. Pls fill me in. Abiola,,,
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,,,
ham,You do got a shitload of diamonds though,,,
ham,Well. Balls. Time to make calls,,,
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),,,
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,,,
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,,,
ham,Sorry de i went to shop.,,,
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,,,
ham,"Hi Chikku, send some nice msgs",,,
ham,At the funeral home with Audrey and dad,,,
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,,,
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",,,
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,I am going to sleep. I am tired of travel.,,,
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,,,
ham,Oh Howda gud gud.. Mathe en samachara chikku:-),,,
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
ham,Dear good morning how you feeling dear,,,
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.,,,
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",,,
ham,Update your face book status frequently :),,,
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",,,
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",,,
ham,Ho ho - big belly laugh! See ya tomo,,,
ham,How dare you change my ring,,,
ham,"Ok omw now, you at castor?",,,
ham,You are right. Meanwhile how's project twins comin up,,,
ham,"Its ok, called mom instead have fun",,,
ham,Are you willing to go for aptitude class.,,,
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,
ham,Should I be stalking u?,,,
ham,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",,,
ham,Gud mrng dear hav a nice day,,,
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,,,
ham,I dont want to hear philosophy. Just say what happen,,,
ham,If I was I wasn't paying attention,,,
ham,Hmm thinking lor...,,,
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",,,
ham,I have many dependents,,,
ham,Where you. What happen,,,
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",,,
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,,,
ham,Y Ì_ wan to go there? C doctor?,,,
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,,,
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,,,
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,,,
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,,,
ham,Did you show him and wot did he say or could u not c him 4 dust?,,,
ham,Shall i get my pouch?,,,
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",,,
ham,Lol no ouch but wish i'd stayed out a bit longer,,,
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,,,
ham,Then we gotta do it after that,,,
ham,Dear how you. Are you ok?,,,
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",,,
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"," I'll come up""",,
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,,,
ham,Ok... Take ur time n enjoy ur dinner...,,,
ham,Pandy joined 4w technologies today.he got job..,,,
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",,,
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),,,
ham,Are you this much buzy,,,
ham,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,,,
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",,,
ham,I'll text you when I drop x off,,,
ham,Ok. Me watching tv too.,,,
ham,All sounds good. Fingers . Makes it difficult to type,,,
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",,,
ham,I wont do anything de.,,,
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?,,,
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",,,
ham,I'm still pretty weak today .. Bad day ?,,,
ham,I think just yourself Û_Thanks and see you tomo,,,
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,,,
ham,"Awesome, text me when you're restocked",,,
ham,No need lar i go engin? Cos my sis at arts today...,,,
ham,Okay same with me. Well thanks for the clarification,,,
ham,"Haha better late than ever, any way I could swing by?",,,
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,,,
ham,What's a feathery bowa? Is that something guys have that I don't know about?,,,
ham,I'll be at mu in like  &lt;#&gt;  seconds,,,
ham,What time do u get out?,,,
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,,,
ham,Alright. I'm out--have a good night!,,,
ham,But we havent got da topic yet rite?,,,
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,,,
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50",,,
ham,"Didn't try, g and I decided not to head out",,,
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",,,
ham,K.k:)when are you going?,,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,,,
ham,Lol u still feeling sick?,,,
ham,Ok...,,,
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",,,
ham,After the drug she will be able to eat.,,,
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,,,
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,,,
ham,Big brotherÛ÷s really scraped the barrel with this shower of social misfits,,,
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",,,
ham,Haha i think i did too,,,
ham,How much for an eighth?,,,
ham,Might ax well im there.,,,
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",,,
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,,,
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",,,
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,,,
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,,,
ham,What you doing?how are you?,,,
ham,Near kalainar tv office.thenampet,,,
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,,,
ham,Stupid.its not possible,,,
ham,How many times i told in the stage all use to laugh. You not listen aha.,,,
ham,Good Morning plz call me sir,,,
ham,"Uncle G, just checking up on you. Do have a rewarding month",,,
ham,Dunno y u ask me.,,,
ham,"I shall book chez jules for half eight, if that's ok with you?",,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",,,
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,,,
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,,,
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,,,
ham,I will treasure every moment we spend together...,,,
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,,,
ham,"Nah can't help you there, I've never had an iphone",,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,,,
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",,,
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",,,
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,,,
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",,,
ham,YO YO YO BYATCH WHASSUP?,,,
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
ham,Also track down any lighters you can find,,,
ham,"Awesome, lemme know whenever you're around",,,
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,,,
ham,It is a good thing I'm now getting the connection to bw,,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",,,
ham,Do you work all this week ?,,,
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,,,
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",,,
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,,,
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,,,
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",,,
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,,,
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,,,
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,,,
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,,,
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""," just as a shop has to give a guarantee on what they sell. B. G.""",,
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,,,
ham,Watching ajith film ah?,,,
ham,Studying. But i.ll be free next weekend.,,,
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,,,
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,,,
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,,,
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",,,
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,,,
ham,U can call now...,,,
ham,And now electricity just went out fml.,,,
