v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,,,
ham,Yup. Thk of u oso boring wat.,,,
ham,Juz go google n search 4 qet...,,,
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,,,
ham,We can go 4 e normal pilates after our intro...  ,,,
ham,Is toshiba portege m100 gd?,,,
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,,,
ham,Yun buying... But school got offer 2000 plus only...,,,
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,,,
ham,So do you have samus shoulders yet,,,
ham,Can you please send me my aunty's number,,,
ham,You unbelievable faglord,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,
ham,I reach home safe n sound liao...,,,
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,,,
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,,,
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
ham,Armand says get your ass over to epsilon,,,
ham,Waiting for your call.,,,
ham,"Sorry, I'll call later",,,
ham,In which place i can get rooms cheap:-),,,
ham,Yes.mum lookin strong:),,,
ham,I am in hospital da. . I will return home in evening,,,
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,,,
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,,,
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,,,
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,,,
ham,Then she dun believe wat?,,,
ham,You need to get up. Now.,,,
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,,,
ham,Dont think so. It turns off like randomlly within 5min of opening,,,
ham,K..k.:)congratulation ..,,,
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",,,
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",,,
ham,Then what about further plan?,,,
ham,I like you peoples very much:) but am very shy pa.,,,
ham,I'll be late...,,,
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",,,
ham,Can u get pic msgs to your phone?,,,
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,,,
spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,,,
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",,,
ham,Then cant get da laptop? My matric card wif Ì_ lei... ,,,
ham,Let me know when you've got the money so carlos can make the call,,,
ham,Hi. I'm always online on yahoo and would like to chat with you someday,,,
ham,Oh is it! Which brand?,,,
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",,,
ham,Sorry that was my uncle. I.ll keep in touch,,,
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,,,
ham,Ok. She'll be ok. I guess,,,
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,,,
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,,,
ham,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... ,,,
ham,Goodnight da thangam I really miss u dear.,,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
ham,Fine i miss you very much.,,,
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,,,
ham,"Probably gonna be here for a while, see you later tonight &lt;)",,,
ham,WOT U WANNA DO THEN MISSY?,,,
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,,,
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",,,
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",,,
ham,No one interested. May be some business plan.,,,
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,,,
ham,Its sunny in california. The weather's just cool,,,
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,,,
ham,Oh just getting even with u.... u?,,,
ham,If india win or level series means this is record:),,,
ham,I've got it down to a tea. not sure which flavour,,,
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",,,
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),,,
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",,,
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,,,
ham,I had askd u a question some hours before. Its answer,,,
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,,,
ham,Convey my regards to him,,,
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
ham,"Sir, Waiting for your mail.",,,
ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,,,
ham,"Cool, text me when you head out",,,
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",,,
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
ham,Water logging in desert. Geoenvironmental implications.,,,
ham,What time you think you'll have it? Need to know when I should be near campus,,,
ham,With my sis lor... We juz watched italian job.,,,
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,,,
ham,When you are big..| God will bring success.,,,
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,,,
ham,Yo dude guess who just got arrested the other day,,,
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",,,
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,,,
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",,,
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",,,
ham,I am taking half day leave bec i am not well,,,
ham,I'm at work. Please call,,,
ham,S:)no competition for him.,,,
ham,I'm really sorry I lit your hair on fire,,,
ham,K.k.how is your business now?,,,
ham,Yo guess what I just dropped,,,
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),,,
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,,,
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,,,
